"","Area","Region","PrimaryColonizer","YearPeriod","AVG_g/cap/day"
"959","Libya","Africa","Italy","Y20132015","83.1"
"960","Libya","Africa","Italy","Y20142016","83.7"
"961","Libya","Africa","Italy","Y20152017","88.8"
"962","Libya","Africa","Italy","Y20162018","92.1"
"963","Libya","Africa","Italy","Y20172019","96.1"
"964","Libya","Africa","Italy","Y20182020","98.8"
"965","Libya","Africa","Italy","Y20192021",""
"966","Libya","Africa","Italy","Y20202022",""
"967","Lithuania","Europe",NA,"Y20002002","83.3"
"968","Lithuania","Europe",NA,"Y20012003","89.4"
"969","Lithuania","Europe",NA,"Y20022004","92.9"
"970","Lithuania","Europe",NA,"Y20032005","96.5"
"971","Lithuania","Europe",NA,"Y20042006","99"
"972","Lithuania","Europe",NA,"Y20052007","101.8"
"973","Lithuania","Europe",NA,"Y20062008","102.4"
"974","Lithuania","Europe",NA,"Y20072009","101.6"
"975","Lithuania","Europe",NA,"Y20082010","99.8"
"976","Lithuania","Europe",NA,"Y20092011","98.5"
"977","Lithuania","Europe",NA,"Y20102012","96.2"
"978","Lithuania","Europe",NA,"Y20112013","94.3"
"979","Lithuania","Europe",NA,"Y20122014","93.1"
"980","Lithuania","Europe",NA,"Y20132015","94.9"
"981","Lithuania","Europe",NA,"Y20142016","96.7"
"982","Lithuania","Europe",NA,"Y20152017","98.9"
"983","Lithuania","Europe",NA,"Y20162018","101.4"
"984","Lithuania","Europe",NA,"Y20172019","109.5"
"985","Lithuania","Europe",NA,"Y20182020","117.4"
"986","Lithuania","Europe",NA,"Y20192021",""
"987","Lithuania","Europe",NA,"Y20202022",""
"988","Luxembourg","Europe",NA,"Y20002002","149.4"
"989","Luxembourg","Europe",NA,"Y20012003","152"
"990","Luxembourg","Europe",NA,"Y20022004","153"
"991","Luxembourg","Europe",NA,"Y20032005","153.3"
"992","Luxembourg","Europe",NA,"Y20042006","151.4"
"993","Luxembourg","Europe",NA,"Y20052007","147.9"
"994","Luxembourg","Europe",NA,"Y20062008","146"
"995","Luxembourg","Europe",NA,"Y20072009","145"
"996","Luxembourg","Europe",NA,"Y20082010","143.4"
"997","Luxembourg","Europe",NA,"Y20092011","140.6"
"998","Luxembourg","Europe",NA,"Y20102012","139.5"
"999","Luxembourg","Europe",NA,"Y20112013","140"
"1000","Luxembourg","Europe",NA,"Y20122014","140.1"
"1001","Luxembourg","Europe",NA,"Y20132015","139.9"
"1002","Luxembourg","Europe",NA,"Y20142016","139.3"
"1003","Luxembourg","Europe",NA,"Y20152017","140.6"
"1004","Luxembourg","Europe",NA,"Y20162018","141.9"
"1005","Luxembourg","Europe",NA,"Y20172019","145"
"1006","Luxembourg","Europe",NA,"Y20182020","145.2"
"1007","Luxembourg","Europe",NA,"Y20192021",""
"1008","Luxembourg","Europe",NA,"Y20202022",""
"1009","Madagascar","Africa","France","Y20002002","26.1"
"1010","Madagascar","Africa","France","Y20012003","25.9"
"1011","Madagascar","Africa","France","Y20022004","25.9"
"1012","Madagascar","Africa","France","Y20032005","26.4"
"1013","Madagascar","Africa","France","Y20042006","27.2"
"1014","Madagascar","Africa","France","Y20052007","27.8"
"1015","Madagascar","Africa","France","Y20062008","28.1"
"1016","Madagascar","Africa","France","Y20072009","27.2"
"1017","Madagascar","Africa","France","Y20082010","26.7"
"1018","Madagascar","Africa","France","Y20092011","25.6"
"1019","Madagascar","Africa","France","Y20102012","24.7"
"1020","Madagascar","Africa","France","Y20112013","23.6"
"1021","Madagascar","Africa","France","Y20122014","22.8"
"1022","Madagascar","Africa","France","Y20132015","22.6"
"1023","Madagascar","Africa","France","Y20142016","22.7"
"1024","Madagascar","Africa","France","Y20152017","23.4"
"1025","Madagascar","Africa","France","Y20162018","23.7"
"1026","Madagascar","Africa","France","Y20172019","22.6"
"1027","Madagascar","Africa","France","Y20182020","22.2"
"1028","Madagascar","Africa","France","Y20192021",""
"1029","Madagascar","Africa","France","Y20202022",""
"1030","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20002002","31"
"1031","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20012003","32"
"1032","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20022004","31.5"
"1033","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20032005","31.2"
"1034","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20042006","31.4"
"1035","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20052007","32.8"
"1036","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20062008","34.9"
"1037","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20072009","37.2"
"1038","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20082010","38.2"
"1039","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20092011","38.8"
"1040","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20102012","39"
"1041","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20112013","40.3"
"1042","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20122014","41.9"
"1043","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20132015","43.6"
"1044","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20142016","46"
"1045","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20152017","48.2"
"1046","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20162018","50.3"
"1047","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20172019","52.1"
"1048","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20182020","52.4"
"1049","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20192021",""
"1050","Malawi","Africa","United Kingdom of Great Britain and Northern Ireland","Y20202022",""
"1051","Mali","Africa","France","Y20002002","55"
"1052","Mali","Africa","France","Y20012003","56.9"
"1053","Mali","Africa","France","Y20022004","57.6"
"1054","Mali","Africa","France","Y20032005","57.9"
"1055","Mali","Africa","France","Y20042006","58.7"
"1056","Mali","Africa","France","Y20052007","59.4"
"1057","Mali","Africa","France","Y20062008","60.9"
"1058","Mali","Africa","France","Y20072009","62.1"
"1059","Mali","Africa","France","Y20082010","62"
"1060","Mali","Africa","France","Y20092011","61.7"
"1061","Mali","Africa","France","Y20102012","60.4"
"1062","Mali","Africa","France","Y20112013","59.9"
"1063","Mali","Africa","France","Y20122014","59.1"
"1064","Mali","Africa","France","Y20132015","59"
"1065","Mali","Africa","France","Y20142016","58.6"
"1066","Mali","Africa","France","Y20152017","57.4"
"1067","Mali","Africa","France","Y20162018","55.5"
"1068","Mali","Africa","France","Y20172019","53"
"1069","Mali","Africa","France","Y20182020","51.7"
"1070","Mali","Africa","France","Y20192021",""
"1071","Mali","Africa","France","Y20202022",""
"1072","Malta","Europe",NA,"Y20002002","106.8"
"1073","Malta","Europe",NA,"Y20012003","106.2"
"1074","Malta","Europe",NA,"Y20022004","105.8"
"1075","Malta","Europe",NA,"Y20032005","106.4"
"1076","Malta","Europe",NA,"Y20042006","108.6"
"1077","Malta","Europe",NA,"Y20052007","108.8"
"1078","Malta","Europe",NA,"Y20062008","110.6"
"1079","Malta","Europe",NA,"Y20072009","110.4"
"1080","Malta","Europe",NA,"Y20082010","112.7"
"1081","Malta","Europe",NA,"Y20092011","113.7"
"1082","Malta","Europe",NA,"Y20102012","115.8"
"1083","Malta","Europe",NA,"Y20112013","115.8"
"1084","Malta","Europe",NA,"Y20122014","117"
"1085","Malta","Europe",NA,"Y20132015","116.2"
"1086","Malta","Europe",NA,"Y20142016","115.8"
"1087","Malta","Europe",NA,"Y20152017","117.1"
"1088","Malta","Europe",NA,"Y20162018","121.4"
"1089","Malta","Europe",NA,"Y20172019","125.2"
"1090","Malta","Europe",NA,"Y20182020","127.1"
"1091","Malta","Europe",NA,"Y20192021",""
"1092","Malta","Europe",NA,"Y20202022",""
"1093","Mauritania","Africa","France","Y20002002","67.4"
"1094","Mauritania","Africa","France","Y20012003","68.1"
"1095","Mauritania","Africa","France","Y20022004","69.3"
"1096","Mauritania","Africa","France","Y20032005","69.9"
"1097","Mauritania","Africa","France","Y20042006","70.8"
"1098","Mauritania","Africa","France","Y20052007","71.1"
"1099","Mauritania","Africa","France","Y20062008","71.6"
"1100","Mauritania","Africa","France","Y20072009","71.3"
"1101","Mauritania","Africa","France","Y20082010","71.5"
"1102","Mauritania","Africa","France","Y20092011","71.1"
"1103","Mauritania","Africa","France","Y20102012","75.2"
"1104","Mauritania","Africa","France","Y20112013","76.4"
"1105","Mauritania","Africa","France","Y20122014","76.4"
"1106","Mauritania","Africa","France","Y20132015","71.6"
"1107","Mauritania","Africa","France","Y20142016","69"
"1108","Mauritania","Africa","France","Y20152017","68.4"
"1109","Mauritania","Africa","France","Y20162018","68.3"
"1110","Mauritania","Africa","France","Y20172019","67.7"
"1111","Mauritania","Africa","France","Y20182020","65.8"
"1112","Mauritania","Africa","France","Y20192021",""
"1113","Mauritania","Africa","France","Y20202022",""
"1114","Mauritius","Africa","United Kingdom of Great Britain and Northern Ireland","Y20002002","85.2"
"1115","Mauritius","Africa","United Kingdom of Great Britain and Northern Ireland","Y20012003","85.2"
"1116","Mauritius","Africa","United Kingdom of Great Britain and Northern Ireland","Y20022004","85.8"
"1117","Mauritius","Africa","United Kingdom of Great Britain and Northern Ireland","Y20032005","85.3"
"1118","Mauritius","Africa","United Kingdom of Great Britain and Northern Ireland","Y20042006","86.8"
"1119","Mauritius","Africa","United Kingdom of Great Britain and Northern Ireland","Y20052007","87.9"
"1120","Mauritius","Africa","United Kingdom of Great Britain and Northern Ireland","Y20062008","88.4"
"1121","Mauritius","Africa","United Kingdom of Great Britain and Northern Ireland","Y20072009","87.6"
"1122","Mauritius","Africa","United Kingdom of Great Britain and Northern Ireland","Y20082010","88.2"
"1123","Mauritius","Africa","United Kingdom of Great Britain and Northern Ireland","Y20092011","89"
"1124","Mauritius","Africa","United Kingdom of Great Britain and Northern Ireland","Y20102012","90.8"
"1125","Mauritius","Africa","United Kingdom of Great Britain and Northern Ireland","Y20112013","91.7"
"1126","Mauritius","Africa","United Kingdom of Great Britain and Northern Ireland","Y20122014","92.5"
"1127","Mauritius","Africa","United Kingdom of Great Britain and Northern Ireland","Y20132015","92.5"
"1128","Mauritius","Africa","United Kingdom of Great Britain and Northern Ireland","Y20142016","92"
