"","Area","Region","YearPeriod","PrimaryColonizer","AVG_PercentFemale","AVG_PercentMale"
"507","Djibouti","Africa","Y20022004","France","",""
"508","Djibouti","Africa","Y20032005","France","",""
"509","Djibouti","Africa","Y20042006","France","",""
"510","Djibouti","Africa","Y20052007","France","",""
"511","Djibouti","Africa","Y20062008","France","",""
"512","Djibouti","Africa","Y20072009","France","",""
"513","Djibouti","Africa","Y20082010","France","",""
"514","Djibouti","Africa","Y20092011","France","",""
"515","Djibouti","Africa","Y20102012","France","",""
"516","Djibouti","Africa","Y20112013","France","",""
"517","Djibouti","Africa","Y20122014","France","",""
"518","Djibouti","Africa","Y20132015","France","",""
"519","Djibouti","Africa","Y20142016","France","",""
"520","Djibouti","Africa","Y20152017","France","",""
"521","Djibouti","Africa","Y20162018","France","",""
"522","Djibouti","Africa","Y20172019","France","",""
"523","Djibouti","Africa","Y20182020","France","",""
"524","Djibouti","Africa","Y20192021","France","15.4","17.6"
"525","Djibouti","Africa","Y20202022","France","15.4","17.6"
"526","Egypt","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"527","Egypt","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"528","Egypt","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"529","Egypt","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"530","Egypt","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"531","Egypt","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"532","Egypt","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"533","Egypt","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"534","Egypt","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"535","Egypt","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"536","Egypt","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","",""
"537","Egypt","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","",""
"538","Egypt","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","",""
"539","Egypt","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","",""
"540","Egypt","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","9.9","7"
"541","Egypt","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","9.7","7.7"
"542","Egypt","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","9.8","7.3"
"543","Egypt","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","7.9","6.9"
"544","Egypt","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","7","6.5"
"545","Egypt","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","7.7","6.5"
"546","Egypt","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","9.8","7.9"
"547","Equatorial Guinea","Africa","Y20002002","Spain","",""
"548","Equatorial Guinea","Africa","Y20012003","Spain","",""
"549","Equatorial Guinea","Africa","Y20022004","Spain","",""
"550","Equatorial Guinea","Africa","Y20032005","Spain","",""
"551","Equatorial Guinea","Africa","Y20042006","Spain","",""
"552","Equatorial Guinea","Africa","Y20052007","Spain","",""
"553","Equatorial Guinea","Africa","Y20062008","Spain","",""
"554","Equatorial Guinea","Africa","Y20072009","Spain","",""
"555","Equatorial Guinea","Africa","Y20082010","Spain","",""
"556","Equatorial Guinea","Africa","Y20092011","Spain","",""
"557","Equatorial Guinea","Africa","Y20102012","Spain","",""
"558","Equatorial Guinea","Africa","Y20112013","Spain","",""
"559","Equatorial Guinea","Africa","Y20122014","Spain","",""
"560","Equatorial Guinea","Africa","Y20132015","Spain","",""
"561","Equatorial Guinea","Africa","Y20142016","Spain","",""
"562","Equatorial Guinea","Africa","Y20152017","Spain","",""
"563","Equatorial Guinea","Africa","Y20162018","Spain","",""
"564","Equatorial Guinea","Africa","Y20172019","Spain","",""
"565","Equatorial Guinea","Africa","Y20182020","Spain","",""
"566","Equatorial Guinea","Africa","Y20192021","Spain","",""
"567","Equatorial Guinea","Africa","Y20202022","Spain","",""
"568","Eritrea","Africa","Y20002002","Italy","",""
"569","Eritrea","Africa","Y20012003","Italy","",""
"570","Eritrea","Africa","Y20022004","Italy","",""
"571","Eritrea","Africa","Y20032005","Italy","",""
"572","Eritrea","Africa","Y20042006","Italy","",""
"573","Eritrea","Africa","Y20052007","Italy","",""
"574","Eritrea","Africa","Y20062008","Italy","",""
"575","Eritrea","Africa","Y20072009","Italy","",""
"576","Eritrea","Africa","Y20082010","Italy","",""
"577","Eritrea","Africa","Y20092011","Italy","",""
"578","Eritrea","Africa","Y20102012","Italy","",""
"579","Eritrea","Africa","Y20112013","Italy","",""
"580","Eritrea","Africa","Y20122014","Italy","",""
"581","Eritrea","Africa","Y20132015","Italy","",""
"582","Eritrea","Africa","Y20142016","Italy","",""
"583","Eritrea","Africa","Y20152017","Italy","",""
"584","Eritrea","Africa","Y20162018","Italy","",""
"585","Eritrea","Africa","Y20172019","Italy","",""
"586","Eritrea","Africa","Y20182020","Italy","",""
"587","Eritrea","Africa","Y20192021","Italy","",""
"588","Eritrea","Africa","Y20202022","Italy","",""
"589","Estonia","Europe","Y20002002",NA,"",""
"590","Estonia","Europe","Y20012003",NA,"",""
"591","Estonia","Europe","Y20022004",NA,"",""
"592","Estonia","Europe","Y20032005",NA,"",""
"593","Estonia","Europe","Y20042006",NA,"",""
"594","Estonia","Europe","Y20052007",NA,"",""
"595","Estonia","Europe","Y20062008",NA,"",""
"596","Estonia","Europe","Y20072009",NA,"",""
"597","Estonia","Europe","Y20082010",NA,"",""
"598","Estonia","Europe","Y20092011",NA,"",""
"599","Estonia","Europe","Y20102012",NA,"",""
"600","Estonia","Europe","Y20112013",NA,"",""
"601","Estonia","Europe","Y20122014",NA,"",""
"602","Estonia","Europe","Y20132015",NA,"",""
"603","Estonia","Europe","Y20142016",NA,"0.8","0.9"
"604","Estonia","Europe","Y20152017",NA,"0.8","0.9"
"605","Estonia","Europe","Y20162018",NA,"1","1.1"
"606","Estonia","Europe","Y20172019",NA,"0.9","0.9"
"607","Estonia","Europe","Y20182020",NA,"0.7","0.9"
"608","Estonia","Europe","Y20192021",NA,"0.8","0.8"
"609","Estonia","Europe","Y20202022",NA,"0.8","0.7"
"610","Eswatini","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"611","Eswatini","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"612","Eswatini","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"613","Eswatini","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"614","Eswatini","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"615","Eswatini","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"616","Eswatini","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"617","Eswatini","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"618","Eswatini","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"619","Eswatini","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"620","Eswatini","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","",""
"621","Eswatini","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","",""
"622","Eswatini","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","",""
"623","Eswatini","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","",""
"624","Eswatini","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","",""
"625","Eswatini","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","",""
"626","Eswatini","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","",""
"627","Eswatini","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","",""
"628","Eswatini","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","",""
"629","Eswatini","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","17.2","19.4"
"630","Eswatini","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","17.6","19"
"631","Ethiopia","Africa","Y20002002","None","",""
"632","Ethiopia","Africa","Y20012003","None","",""
"633","Ethiopia","Africa","Y20022004","None","",""
"634","Ethiopia","Africa","Y20032005","None","",""
"635","Ethiopia","Africa","Y20042006","None","",""
"636","Ethiopia","Africa","Y20052007","None","",""
"637","Ethiopia","Africa","Y20062008","None","",""
"638","Ethiopia","Africa","Y20072009","None","",""
"639","Ethiopia","Africa","Y20082010","None","",""
"640","Ethiopia","Africa","Y20092011","None","",""
"641","Ethiopia","Africa","Y20102012","None","",""
"642","Ethiopia","Africa","Y20112013","None","",""
"643","Ethiopia","Africa","Y20122014","None","",""
"644","Ethiopia","Africa","Y20132015","None","",""
"645","Ethiopia","Africa","Y20142016","None","16.2","12.9"
"646","Ethiopia","Africa","Y20152017","None","15.8","14.3"
"647","Ethiopia","Africa","Y20162018","None","14.1","15.5"
"648","Ethiopia","Africa","Y20172019","None","13.3","15"
"649","Ethiopia","Africa","Y20182020","None","16.1","16.8"
"650","Ethiopia","Africa","Y20192021","None","20.1","19.3"
"651","Ethiopia","Africa","Y20202022","None","21.2","20.9"
"652","Finland","Europe","Y20002002",NA,"",""
"653","Finland","Europe","Y20012003",NA,"",""
"654","Finland","Europe","Y20022004",NA,"",""
"655","Finland","Europe","Y20032005",NA,"",""
"656","Finland","Europe","Y20042006",NA,"",""
"657","Finland","Europe","Y20052007",NA,"",""
"658","Finland","Europe","Y20062008",NA,"",""
"659","Finland","Europe","Y20072009",NA,"",""
"660","Finland","Europe","Y20082010",NA,"",""
"661","Finland","Europe","Y20092011",NA,"",""
"662","Finland","Europe","Y20102012",NA,"",""
"663","Finland","Europe","Y20112013",NA,"",""
"664","Finland","Europe","Y20122014",NA,"",""
"665","Finland","Europe","Y20132015",NA,"",""
"666","Finland","Europe","Y20142016",NA,"2.4","2.4"
"667","Finland","Europe","Y20152017",NA,"2.6","2"
"668","Finland","Europe","Y20162018",NA,"2.3","1.8"
"669","Finland","Europe","Y20172019",NA,"2.4","1.5"
"670","Finland","Europe","Y20182020",NA,"2.1","1.7"
"671","Finland","Europe","Y20192021",NA,"2.7","2.1"
"672","Finland","Europe","Y20202022",NA,"2.8","2.3"
"673","France","Europe","Y20002002",NA,"",""
"674","France","Europe","Y20012003",NA,"",""
"675","France","Europe","Y20022004",NA,"",""
"676","France","Europe","Y20032005",NA,"",""
"677","France","Europe","Y20042006",NA,"",""
"678","France","Europe","Y20052007",NA,"",""
"679","France","Europe","Y20062008",NA,"",""
"680","France","Europe","Y20072009",NA,"",""
"681","France","Europe","Y20082010",NA,"",""
"682","France","Europe","Y20092011",NA,"",""
"683","France","Europe","Y20102012",NA,"",""
"684","France","Europe","Y20112013",NA,"",""
"685","France","Europe","Y20122014",NA,"",""
"686","France","Europe","Y20132015",NA,"",""
"687","France","Europe","Y20142016",NA,"1.6","1.5"
"688","France","Europe","Y20152017",NA,"0.9","1.5"
"689","France","Europe","Y20162018",NA,"<0.5","1.3"
"690","France","Europe","Y20172019",NA,"<0.5","1"
"691","France","Europe","Y20182020",NA,"<0.5","1"
"692","France","Europe","Y20192021",NA,"0.7","1.3"
"693","France","Europe","Y20202022",NA,"1.6","1.5"
"694","Gabon","Africa","Y20002002","France","",""
"695","Gabon","Africa","Y20012003","France","",""
"696","Gabon","Africa","Y20022004","France","",""
"697","Gabon","Africa","Y20032005","France","",""
"698","Gabon","Africa","Y20042006","France","",""
"699","Gabon","Africa","Y20052007","France","",""
"700","Gabon","Africa","Y20062008","France","",""
"701","Gabon","Africa","Y20072009","France","",""
"702","Gabon","Africa","Y20082010","France","",""
"703","Gabon","Africa","Y20092011","France","",""
"704","Gabon","Africa","Y20102012","France","",""
"705","Gabon","Africa","Y20112013","France","",""
"706","Gabon","Africa","Y20122014","France","",""
"707","Gabon","Africa","Y20132015","France","",""
"708","Gabon","Africa","Y20142016","France","",""
"709","Gabon","Africa","Y20152017","France","",""
"710","Gabon","Africa","Y20162018","France","",""
"711","Gabon","Africa","Y20172019","France","",""
"712","Gabon","Africa","Y20182020","France","",""
"713","Gabon","Africa","Y20192021","France","",""
"714","Gabon","Africa","Y20202022","France","",""
"715","Gambia","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"716","Gambia","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"717","Gambia","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"718","Gambia","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"719","Gambia","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"720","Gambia","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"721","Gambia","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"722","Gambia","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"723","Gambia","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"724","Gambia","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"725","Gambia","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","",""
"726","Gambia","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","",""
"727","Gambia","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","",""
"728","Gambia","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","",""
"729","Gambia","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","",""
"730","Gambia","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","23.3","23.8"
"731","Gambia","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","23.3","23.8"
"732","Gambia","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","23.8","25.3"
"733","Gambia","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","24.5","27"
"734","Gambia","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","25.4","28.8"
"735","Gambia","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","27","26.9"
"736","Germany","Europe","Y20002002",NA,"",""
"737","Germany","Europe","Y20012003",NA,"",""
"738","Germany","Europe","Y20022004",NA,"",""
"739","Germany","Europe","Y20032005",NA,"",""
"740","Germany","Europe","Y20042006",NA,"",""
"741","Germany","Europe","Y20052007",NA,"",""
"742","Germany","Europe","Y20062008",NA,"",""
"743","Germany","Europe","Y20072009",NA,"",""
"744","Germany","Europe","Y20082010",NA,"",""
"745","Germany","Europe","Y20092011",NA,"",""
"746","Germany","Europe","Y20102012",NA,"",""
"747","Germany","Europe","Y20112013",NA,"",""
"748","Germany","Europe","Y20122014",NA,"",""
"749","Germany","Europe","Y20132015",NA,"",""
"750","Germany","Europe","Y20142016",NA,"1.1","0.8"
"751","Germany","Europe","Y20152017",NA,"0.8","0.9"
"752","Germany","Europe","Y20162018",NA,"0.6","0.9"
"753","Germany","Europe","Y20172019",NA,"0.5","0.8"
"754","Germany","Europe","Y20182020",NA,"0.6","0.9"
"755","Germany","Europe","Y20192021",NA,"1","1.1"
"756","Germany","Europe","Y20202022",NA,"1.2","1.6"
"757","Ghana","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"758","Ghana","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"759","Ghana","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"760","Ghana","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"761","Ghana","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"762","Ghana","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"763","Ghana","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"764","Ghana","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"765","Ghana","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"766","Ghana","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"767","Ghana","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","",""
"768","Ghana","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","",""
"769","Ghana","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","",""
"770","Ghana","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","",""
"771","Ghana","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","5.1","5"
"772","Ghana","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","6","5.9"
"773","Ghana","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","7","6.9"
"774","Ghana","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","6.3","6.2"
"775","Ghana","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","6.1","6"
"776","Ghana","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","5.7","5.6"
"777","Ghana","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","6.4","6"
"778","Greece","Europe","Y20002002",NA,"",""
"779","Greece","Europe","Y20012003",NA,"",""
"780","Greece","Europe","Y20022004",NA,"",""
"781","Greece","Europe","Y20032005",NA,"",""
"782","Greece","Europe","Y20042006",NA,"",""
"783","Greece","Europe","Y20052007",NA,"",""
"784","Greece","Europe","Y20062008",NA,"",""
"785","Greece","Europe","Y20072009",NA,"",""
"786","Greece","Europe","Y20082010",NA,"",""
"787","Greece","Europe","Y20092011",NA,"",""
"788","Greece","Europe","Y20102012",NA,"",""
"789","Greece","Europe","Y20112013",NA,"",""
"790","Greece","Europe","Y20122014",NA,"",""
"791","Greece","Europe","Y20132015",NA,"",""
"792","Greece","Europe","Y20142016",NA,"2.6","2.7"
"793","Greece","Europe","Y20152017",NA,"3.3","3.1"
"794","Greece","Europe","Y20162018",NA,"3","3.3"
"795","Greece","Europe","Y20172019",NA,"2.4","2.2"
"796","Greece","Europe","Y20182020",NA,"1.6","1.8"
"797","Greece","Europe","Y20192021",NA,"1.7","1.4"
"798","Greece","Europe","Y20202022",NA,"1.7","1.3"
"799","Guinea","Africa","Y20002002","France","",""
"800","Guinea","Africa","Y20012003","France","",""
"801","Guinea","Africa","Y20022004","France","",""
"802","Guinea","Africa","Y20032005","France","",""
"803","Guinea","Africa","Y20042006","France","",""
"804","Guinea","Africa","Y20052007","France","",""
"805","Guinea","Africa","Y20062008","France","",""
"806","Guinea","Africa","Y20072009","France","",""
"807","Guinea","Africa","Y20082010","France","",""
"808","Guinea","Africa","Y20092011","France","",""
"809","Guinea","Africa","Y20102012","France","",""
"810","Guinea","Africa","Y20112013","France","",""
"811","Guinea","Africa","Y20122014","France","",""
"812","Guinea","Africa","Y20132015","France","",""
"813","Guinea","Africa","Y20142016","France","44.1","44.4"
"814","Guinea","Africa","Y20152017","France","46.4","47.9"
"815","Guinea","Africa","Y20162018","France","49.8","49.6"
"816","Guinea","Africa","Y20172019","France","49.8","49.6"
"817","Guinea","Africa","Y20182020","France","49.8","49.6"
"818","Guinea","Africa","Y20192021","France","49.8","47.9"
"819","Guinea","Africa","Y20202022","France","50.2","48.8"
"820","Guinea-Bissau","Africa","Y20002002","Portugal","",""
"821","Guinea-Bissau","Africa","Y20012003","Portugal","",""
"822","Guinea-Bissau","Africa","Y20022004","Portugal","",""
"823","Guinea-Bissau","Africa","Y20032005","Portugal","",""
"824","Guinea-Bissau","Africa","Y20042006","Portugal","",""
"825","Guinea-Bissau","Africa","Y20052007","Portugal","",""
"826","Guinea-Bissau","Africa","Y20062008","Portugal","",""
"827","Guinea-Bissau","Africa","Y20072009","Portugal","",""
"828","Guinea-Bissau","Africa","Y20082010","Portugal","",""
"829","Guinea-Bissau","Africa","Y20092011","Portugal","",""
"830","Guinea-Bissau","Africa","Y20102012","Portugal","",""
"831","Guinea-Bissau","Africa","Y20112013","Portugal","",""
"832","Guinea-Bissau","Africa","Y20122014","Portugal","",""
"833","Guinea-Bissau","Africa","Y20132015","Portugal","",""
"834","Guinea-Bissau","Africa","Y20142016","Portugal","",""
"835","Guinea-Bissau","Africa","Y20152017","Portugal","",""
"836","Guinea-Bissau","Africa","Y20162018","Portugal","8.3","8.3"
"837","Guinea-Bissau","Africa","Y20172019","Portugal","12.6","12.6"
"838","Guinea-Bissau","Africa","Y20182020","Portugal","21","21.1"
"839","Guinea-Bissau","Africa","Y20192021","Portugal","29.3","29.3"
"840","Guinea-Bissau","Africa","Y20202022","Portugal","32","32"
"841","Hungary","Europe","Y20002002",NA,"",""
"842","Hungary","Europe","Y20012003",NA,"",""
"843","Hungary","Europe","Y20022004",NA,"",""
"844","Hungary","Europe","Y20032005",NA,"",""
"845","Hungary","Europe","Y20042006",NA,"",""
"846","Hungary","Europe","Y20052007",NA,"",""
"847","Hungary","Europe","Y20062008",NA,"",""
"848","Hungary","Europe","Y20072009",NA,"",""
"849","Hungary","Europe","Y20082010",NA,"",""
"850","Hungary","Europe","Y20092011",NA,"",""
"851","Hungary","Europe","Y20102012",NA,"",""
"852","Hungary","Europe","Y20112013",NA,"",""
"853","Hungary","Europe","Y20122014",NA,"",""
"854","Hungary","Europe","Y20132015",NA,"",""
"855","Hungary","Europe","Y20142016",NA,"1.4","1.4"
"856","Hungary","Europe","Y20152017",NA,"1","1.2"
"857","Hungary","Europe","Y20162018",NA,"0.9","1"
"858","Hungary","Europe","Y20172019",NA,"0.8","0.8"
